id,origin,origin_airport_name,dep_timestamp,dep_delay,origin_wind_speed,dest,dest_airport_name,arr_timestamp,arr_delay,dest_wind_speed,carrier,name,tailnum,flight,air_time,distance
56597,LGA,La Guardia Airport,2013-11-01T17:58:00.000-02:00,-2.0,6.0,MIA,Miami International Airport,2013-11-01T21:22:00.000-02:00,4.0,3.2,DL,Delta Air Lines Inc.,N336NB,2139,178.0,1096
56599,LGA,La Guardia Airport,2013-11-01T18:00:00.000-02:00,0.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T19:24:00.000-02:00,-15.0,5.4,UA,United Air Lines Inc.,N801UA,691,114.0,733
56605,LGA,La Guardia Airport,2013-11-01T18:07:00.000-02:00,107.0,6.0,MIA,Miami International Airport,2013-11-01T21:23:00.000-02:00,103.0,3.2,AA,American Airlines Inc.,N3FLAA,1410,160.0,1096
56607,LGA,La Guardia Airport,2013-11-01T18:09:00.000-02:00,-6.0,6.0,MIA,Miami International Airport,2013-11-01T21:27:00.000-02:00,-8.0,3.2,AA,American Airlines Inc.,N3CWAA,1611,165.0,1096
56621,JFK,John F Kennedy International Airport,2013-11-01T18:17:00.000-02:00,-3.0,7.6,MIA,Miami International Airport,2013-11-01T21:28:00.000-02:00,-21.0,3.2,DL,Delta Air Lines Inc.,N920DL,83,162.0,1089
56649,JFK,John F Kennedy International Airport,2013-11-01T18:42:00.000-02:00,5.0,7.6,BUF,Buffalo Niagara International Airport,2013-11-01T20:01:00.000-02:00,-8.0,11.6,B6,JetBlue Airways,N296JB,2202,63.0,301
56651,JFK,John F Kennedy International Airport,2013-11-01T18:43:00.000-02:00,-2.0,7.6,SFO,San Francisco International Airport,2013-11-02T21:38:00.000-02:00,-32.0,5.6,AA,American Airlines Inc.,N324AA,177,335.0,2586
56652,LGA,La Guardia Airport,2013-11-01T18:43:00.000-02:00,-12.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T20:19:00.000-02:00,-16.0,5.4,AA,American Airlines Inc.,N487AA,359,117.0,733
56656,LGA,La Guardia Airport,2013-11-01T18:52:00.000-02:00,-8.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T20:22:00.000-02:00,-17.0,5.4,UA,United Air Lines Inc.,N416UA,693,119.0,733
56658,JFK,John F Kennedy International Airport,2013-11-01T18:54:00.000-02:00,-6.0,7.6,ORD,Chicago O'Hare International Airport,2013-11-01T20:25:00.000-02:00,-32.0,5.4,9E,Endeavor Air Inc.,N914XJ,3330,122.0,740
56660,JFK,John F Kennedy International Airport,2013-11-01T18:55:00.000-02:00,-5.0,7.6,SFO,San Francisco International Airport,2013-11-02T21:59:00.000-02:00,-36.0,5.6,DL,Delta Air Lines Inc.,N709TW,435,343.0,2586
56663,JFK,John F Kennedy International Airport,2013-11-01T18:58:00.000-02:00,13.0,7.6,BUF,Buffalo Niagara International Airport,2013-11-01T20:40:00.000-02:00,5.0,11.6,9E,Endeavor Air Inc.,N920XJ,3320,62.0,301
56673,LGA,La Guardia Airport,2013-11-01T19:04:00.000-02:00,59.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T20:37:00.000-02:00,47.0,5.4,AA,American Airlines Inc.,N438AA,353,119.0,733
56674,EWR,Newark Liberty International Airport,2013-11-01T19:05:00.000-02:00,5.0,6.5,ORD,Chicago O'Hare International Airport,2013-11-01T21:03:00.000-02:00,22.0,5.4,UA,United Air Lines Inc.,N850UA,415,116.0,719
56678,JFK,John F Kennedy International Airport,2013-11-01T19:14:00.000-02:00,24.0,7.6,SFO,San Francisco International Airport,2013-11-02T22:40:00.000-02:00,15.0,5.6,VX,Virgin America,N637VA,29,358.0,2586
56692,EWR,Newark Liberty International Airport,2013-11-01T19:23:00.000-02:00,114.0,6.5,SFO,San Francisco International Airport,2013-11-02T22:52:00.000-02:00,107.0,5.6,VX,Virgin America,N636VA,193,352.0,2565
56698,JFK,John F Kennedy International Airport,2013-11-01T19:28:00.000-02:00,-4.0,7.6,SMF,Sacramento International Airport,2013-11-02T23:09:00.000-02:00,4.0,2.7,B6,JetBlue Airways,N585JB,161,350.0,2521
56699,LGA,La Guardia Airport,2013-11-01T19:29:00.000-02:00,30.0,6.0,DSM,Des Moines International Airport,2013-11-01T21:47:00.000-02:00,31.0,5.1,9E,Endeavor Air Inc.,N904XJ,3445,149.0,1031
56704,EWR,Newark Liberty International Airport,2013-11-01T19:33:00.000-02:00,90.0,6.5,ORD,Chicago O'Hare International Airport,2013-11-01T21:10:00.000-02:00,86.0,5.4,UA,United Air Lines Inc.,N831UA,775,112.0,719
56705,LGA,La Guardia Airport,2013-11-01T19:33:00.000-02:00,-2.0,6.0,MIA,Miami International Airport,2013-11-01T22:43:00.000-02:00,-7.0,3.2,AA,American Airlines Inc.,N3ADAA,2437,157.0,1096
56716,LGA,La Guardia Airport,2013-11-01T19:39:00.000-02:00,-1.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T21:09:00.000-02:00,-11.0,5.4,AA,American Airlines Inc.,N543AA,363,114.0,733
56724,LGA,La Guardia Airport,2013-11-01T19:46:00.000-02:00,-14.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T21:25:00.000-02:00,-7.0,5.4,UA,United Air Lines Inc.,N841UA,695,113.0,733
56734,EWR,Newark Liberty International Airport,2013-11-01T19:57:00.000-02:00,56.0,6.5,SFO,San Francisco International Airport,2013-11-02T23:09:00.000-02:00,58.0,5.6,UA,United Air Lines Inc.,N572UA,237,339.0,2565
56736,EWR,Newark Liberty International Airport,2013-11-01T19:59:00.000-02:00,-1.0,6.5,SFO,San Francisco International Airport,2013-11-02T23:06:00.000-02:00,-22.0,5.6,UA,United Air Lines Inc.,N33262,1651,339.0,2565
56737,EWR,Newark Liberty International Airport,2013-11-01T20:00:00.000-02:00,-5.0,6.5,ORD,Chicago O'Hare International Airport,2013-11-01T21:25:00.000-02:00,-5.0,5.4,MQ,Envoy Air,N521MQ,3604,114.0,719
56755,JFK,John F Kennedy International Airport,2013-11-01T20:18:00.000-02:00,-1.0,7.6,SFO,San Francisco International Airport,2013-11-02T23:23:00.000-02:00,-32.0,5.6,B6,JetBlue Airways,N613JB,915,339.0,2586
56767,EWR,Newark Liberty International Airport,2013-11-01T20:29:00.000-02:00,120.0,6.5,ORD,Chicago O'Hare International Airport,2013-11-01T21:54:00.000-02:00,110.0,5.4,MQ,Envoy Air,N530MQ,3134,110.0,719
56772,JFK,John F Kennedy International Airport,2013-11-01T20:37:00.000-02:00,-2.0,7.6,PDX,Portland International Airport,2013-11-02T23:56:00.000-02:00,1.0,5.4,B6,JetBlue Airways,N709JB,1205,352.0,2454
56774,EWR,Newark Liberty International Airport,2013-11-01T20:40:00.000-02:00,33.0,6.5,DSM,Des Moines International Airport,2013-11-01T22:48:00.000-02:00,46.0,5.1,EV,ExpressJet Airlines Inc.,N14174,4543,148.0,1017
56776,LGA,La Guardia Airport,2013-11-01T20:44:00.000-02:00,14.0,6.0,CAK,Akron Canton Regional Airport,2013-11-01T22:12:00.000-02:00,11.0,6.1,FL,AirTran Airways Corporation,N967AT,354,65.0,397
56778,EWR,Newark Liberty International Airport,2013-11-01T20:47:00.000-02:00,-3.0,6.5,MIA,Miami International Airport,2013-11-01T23:59:00.000-02:00,-2.0,3.2,UA,United Air Lines Inc.,N442UA,624,158.0,1085
56789,LGA,La Guardia Airport,2013-11-01T20:57:00.000-02:00,97.0,6.0,BUF,Buffalo Niagara International Airport,2013-11-01T22:17:00.000-02:00,84.0,11.6,9E,Endeavor Air Inc.,N293PQ,3555,52.0,292
56795,EWR,Newark Liberty International Airport,2013-11-01T21:08:00.000-02:00,12.0,6.5,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T23:35:00.000-02:00,19.0,4.2,EV,ExpressJet Airlines Inc.,N10156,4397,179.0,1167
56797,LGA,La Guardia Airport,2013-11-01T21:09:00.000-02:00,24.0,6.0,ORD,Chicago O'Hare International Airport,2013-11-01T22:27:00.000-02:00,2.0,5.4,AA,American Airlines Inc.,N489AA,371,116.0,733
56800,JFK,John F Kennedy International Airport,2013-11-01T21:16:00.000-02:00,166.0,7.6,SFO,San Francisco International Airport,2013-11-02T00:24:00.000-02:00,147.0,5.6,UA,United Air Lines Inc.,N565UA,389,335.0,2586
56801,EWR,Newark Liberty International Airport,2013-11-01T21:17:00.000-02:00,54.0,6.5,OMA,Eppley Airfield,2013-11-02T23:22:00.000-02:00,42.0,3.7,EV,ExpressJet Airlines Inc.,N13133,4085,165.0,1134
56807,EWR,Newark Liberty International Airport,2013-11-01T21:28:00.000-02:00,15.0,6.5,SFO,San Francisco International Airport,2013-11-02T00:29:00.000-02:00,-1.0,5.6,UA,United Air Lines Inc.,N528UA,471,339.0,2565
56809,JFK,John F Kennedy International Airport,2013-11-01T21:32:00.000-02:00,-7.0,7.6,BUF,Buffalo Niagara International Airport,2013-11-01T22:57:00.000-02:00,-5.0,11.6,B6,JetBlue Airways,N334JB,702,58.0,301
56822,JFK,John F Kennedy International Airport,2013-11-01T22:07:00.000-02:00,17.0,7.6,MCO,Orlando International Airport,2013-11-02T01:15:00.000-02:00,39.0,3.1,B6,JetBlue Airways,N651JB,1183,146.0,944
56823,LGA,La Guardia Airport,2013-11-01T22:07:00.000-02:00,67.0,6.0,MCO,Orlando International Airport,2013-11-02T00:46:00.000-02:00,61.0,3.1,B6,JetBlue Airways,N705JB,499,145.0,950
56835,JFK,John F Kennedy International Airport,2013-11-01T22:47:00.000-02:00,-3.0,7.6,BUF,Buffalo Niagara International Airport,2013-11-01T00:06:00.000-02:00,-2.0,11.6,B6,JetBlue Airways,N307JB,2002,58.0,301
56887,JFK,John F Kennedy International Airport,2013-11-02T05:56:00.000-02:00,-4.0,3.1,SFO,San Francisco International Airport,2013-11-02T09:19:00.000-02:00,-4.0,5.6,UA,United Air Lines Inc.,N560UA,303,351.0,2586
56890,JFK,John F Kennedy International Airport,2013-11-02T05:57:00.000-02:00,-3.0,3.1,MCO,Orlando International Airport,2013-11-02T08:47:00.000-02:00,1.0,3.1,B6,JetBlue Airways,N517JB,583,146.0,944
56891,LGA,La Guardia Airport,2013-11-02T05:57:00.000-02:00,-13.0,3.0,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T07:46:00.000-02:00,-23.0,3.1,DL,Delta Air Lines Inc.,N908DE,1919,143.0,1020
56904,LGA,La Guardia Airport,2013-11-02T06:21:00.000-02:00,-9.0,3.0,MCO,Orlando International Airport,2013-11-02T09:14:00.000-02:00,-5.0,3.1,B6,JetBlue Airways,N586JB,1099,146.0,950
56916,JFK,John F Kennedy International Airport,2013-11-02T06:28:00.000-02:00,-4.0,3.1,RSW,Southwest Florida International Airport,2013-11-02T09:32:00.000-02:00,-8.0,2.9,B6,JetBlue Airways,N648JB,929,165.0,1074
56920,EWR,Newark Liberty International Airport,2013-11-02T06:30:00.000-02:00,1.0,2.7,MCO,Orlando International Airport,2013-11-02T09:23:00.000-02:00,8.0,3.1,UA,United Air Lines Inc.,N37471,1144,151.0,937
56925,EWR,Newark Liberty International Airport,2013-11-02T06:44:00.000-02:00,-1.0,2.7,SFO,San Francisco International Airport,2013-11-02T09:53:00.000-02:00,2.0,5.6,UA,United Air Lines Inc.,N522UA,421,341.0,2565
56926,JFK,John F Kennedy International Airport,2013-11-02T06:45:00.000-02:00,0.0,3.1,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T09:03:00.000-02:00,-4.0,4.2,B6,JetBlue Airways,N206JB,675,176.0,1182
56928,JFK,John F Kennedy International Airport,2013-11-02T06:49:00.000-02:00,-11.0,3.1,SFO,San Francisco International Airport,2013-11-02T10:07:00.000-02:00,-18.0,5.6,DL,Delta Air Lines Inc.,N718TW,430,344.0,2586
56932,EWR,Newark Liberty International Airport,2013-11-02T06:53:00.000-02:00,-6.0,2.7,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T09:11:00.000-02:00,-10.0,4.2,UA,United Air Lines Inc.,N447UA,265,174.0,1167
56935,EWR,Newark Liberty International Airport,2013-11-02T06:54:00.000-02:00,-5.0,2.7,RSW,Southwest Florida International Airport,2013-11-02T10:04:00.000-02:00,-7.0,2.9,UA,United Air Lines Inc.,N414UA,540,161.0,1068
56939,EWR,Newark Liberty International Airport,2013-11-02T06:56:00.000-02:00,-3.0,2.7,CHS,Charleston International Airport,2013-11-02T09:12:00.000-02:00,8.0,2.9,EV,ExpressJet Airlines Inc.,N12922,4111,108.0,628
56945,LGA,La Guardia Airport,2013-11-02T07:03:00.000-02:00,-2.0,3.0,MCO,Orlando International Airport,2013-11-02T09:55:00.000-02:00,5.0,3.1,DL,Delta Air Lines Inc.,N353NB,2285,150.0,950
56947,JFK,John F Kennedy International Airport,2013-11-02T07:05:00.000-02:00,-5.0,3.1,MCO,Orlando International Airport,2013-11-02T10:19:00.000-02:00,19.0,3.1,AA,American Airlines Inc.,N5DWAA,2493,161.0,944
56956,JFK,John F Kennedy International Airport,2013-11-02T07:26:00.000-02:00,-10.0,3.1,RDU,Raleigh Durham International Airport,2013-11-02T09:17:00.000-02:00,-3.0,2.4,B6,JetBlue Airways,N307JB,885,85.0,427
56972,EWR,Newark Liberty International Airport,2013-11-02T07:50:00.000-02:00,0.0,2.7,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T10:07:00.000-02:00,-3.0,4.2,WN,Southwest Airlines Co.,N762SW,1135,175.0,1167
56973,JFK,John F Kennedy International Airport,2013-11-02T07:51:00.000-02:00,-4.0,3.1,RDU,Raleigh Durham International Airport,2013-11-02T09:32:00.000-02:00,-3.0,2.4,MQ,Envoy Air,N848MQ,3363,80.0,427
56974,JFK,John F Kennedy International Airport,2013-11-02T07:51:00.000-02:00,-4.0,3.1,SFO,San Francisco International Airport,2013-11-02T10:46:00.000-02:00,-24.0,5.6,AA,American Airlines Inc.,N370AA,59,337.0,2586
56977,JFK,John F Kennedy International Airport,2013-11-02T07:52:00.000-02:00,-3.0,3.1,CHS,Charleston International Airport,2013-11-02T10:03:00.000-02:00,3.0,2.9,B6,JetBlue Airways,N296JB,1273,107.0,636
56978,EWR,Newark Liberty International Airport,2013-11-02T07:55:00.000-02:00,-5.0,2.7,RDU,Raleigh Durham International Airport,2013-11-02T09:41:00.000-02:00,-1.0,2.4,EV,ExpressJet Airlines Inc.,N13965,4548,77.0,416
56979,JFK,John F Kennedy International Airport,2013-11-02T07:55:00.000-02:00,-5.0,3.1,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T10:15:00.000-02:00,-9.0,4.2,9E,Endeavor Air Inc.,N935XJ,3507,180.0,1182
56981,EWR,Newark Liberty International Airport,2013-11-02T07:55:00.000-02:00,-5.0,2.7,RSW,Southwest Florida International Airport,2013-11-02T10:57:00.000-02:00,-14.0,2.9,B6,JetBlue Airways,N760JB,1511,159.0,1068
56991,EWR,Newark Liberty International Airport,2013-11-02T08:01:00.000-02:00,2.0,2.7,PDX,Portland International Airport,2013-11-02T11:05:00.000-02:00,6.0,5.4,UA,United Air Lines Inc.,N73275,1152,342.0,2434
56993,JFK,John F Kennedy International Airport,2013-11-02T08:02:00.000-02:00,-8.0,3.1,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T09:50:00.000-02:00,-31.0,3.1,9E,Endeavor Air Inc.,N912XJ,3538,147.0,1029
56997,LGA,La Guardia Airport,2013-11-02T08:08:00.000-02:00,-7.0,3.0,RDU,Raleigh Durham International Airport,2013-11-02T09:49:00.000-02:00,-6.0,2.4,MQ,Envoy Air,N857MQ,3531,82.0,431
56999,JFK,John F Kennedy International Airport,2013-11-02T08:09:00.000-02:00,-2.0,3.1,MCO,Orlando International Airport,2013-11-02T11:11:00.000-02:00,5.0,3.1,B6,JetBlue Airways,N641JB,1783,149.0,944
57008,LGA,La Guardia Airport,2013-11-02T08:18:00.000-02:00,-12.0,3.0,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T10:01:00.000-02:00,-27.0,3.1,DL,Delta Air Lines Inc.,N318US,2119,145.0,1020
57011,JFK,John F Kennedy International Airport,2013-11-02T08:21:00.000-02:00,-9.0,3.1,RDU,Raleigh Durham International Airport,2013-11-02T10:24:00.000-02:00,5.0,2.4,9E,Endeavor Air Inc.,N8541D,3868,83.0,427
57013,JFK,John F Kennedy International Airport,2013-11-02T08:23:00.000-02:00,-2.0,3.1,SFO,San Francisco International Airport,2013-11-02T11:52:00.000-02:00,4.0,5.6,UA,United Air Lines Inc.,N512UA,397,353.0,2586
57014,EWR,Newark Liberty International Airport,2013-11-02T08:23:00.000-02:00,-2.0,2.7,MCO,Orlando International Airport,2013-11-02T11:14:00.000-02:00,-6.0,3.1,UA,United Air Lines Inc.,N403UA,478,144.0,937
57016,EWR,Newark Liberty International Airport,2013-11-02T08:24:00.000-02:00,-6.0,2.7,SFO,San Francisco International Airport,2013-11-02T11:41:00.000-02:00,11.0,5.6,UA,United Air Lines Inc.,N594UA,281,329.0,2565
57019,EWR,Newark Liberty International Airport,2013-11-02T08:25:00.000-02:00,-5.0,2.7,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T10:10:00.000-02:00,-14.0,3.1,DL,Delta Air Lines Inc.,N349NB,1157,140.0,1008
57024,LGA,La Guardia Airport,2013-11-02T08:28:00.000-02:00,-7.0,3.0,CMH,John Glenn Columbus International Airport,2013-11-02T10:09:00.000-02:00,-21.0,4.7,MQ,Envoy Air,N507MQ,3407,81.0,479
57029,JFK,John F Kennedy International Airport,2013-11-02T08:35:00.000-02:00,35.0,3.1,MCO,Orlando International Airport,2013-11-02T11:47:00.000-02:00,61.0,3.1,DL,Delta Air Lines Inc.,N3745B,1959,151.0,944
57038,EWR,Newark Liberty International Airport,2013-11-02T08:48:00.000-02:00,78.0,2.7,SFO,San Francisco International Airport,2013-11-02T12:02:00.000-02:00,67.0,5.6,VX,Virgin America,N839VA,183,349.0,2565
57042,JFK,John F Kennedy International Airport,2013-11-02T08:52:00.000-02:00,82.0,3.1,SFO,San Francisco International Airport,2013-11-02T12:09:00.000-02:00,69.0,5.6,VX,Virgin America,N844VA,11,348.0,2586
57050,JFK,John F Kennedy International Airport,2013-11-02T08:55:00.000-02:00,-5.0,3.1,SFO,San Francisco International Airport,2013-11-02T12:37:00.000-02:00,10.0,5.6,DL,Delta Air Lines Inc.,N702TW,269,358.0,2586
57051,EWR,Newark Liberty International Airport,2013-11-02T08:56:00.000-02:00,-4.0,2.7,MCO,Orlando International Airport,2013-11-02T12:02:00.000-02:00,5.0,3.1,B6,JetBlue Airways,N746JB,27,149.0,937
57064,LGA,La Guardia Airport,2013-11-02T09:20:00.000-02:00,-10.0,3.0,MCO,Orlando International Airport,2013-11-02T12:31:00.000-02:00,10.0,3.1,B6,JetBlue Airways,N651JB,199,154.0,950
57066,EWR,Newark Liberty International Airport,2013-11-02T09:24:00.000-02:00,25.0,2.7,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T11:12:00.000-02:00,10.0,3.1,EV,ExpressJet Airlines Inc.,N12157,4380,142.0,1008
57075,JFK,John F Kennedy International Airport,2013-11-02T09:32:00.000-02:00,-4.0,3.1,SYR,Syracuse Hancock International Airport,2013-11-02T10:49:00.000-02:00,-3.0,3.7,B6,JetBlue Airways,N283JB,116,40.0,209
57080,LGA,La Guardia Airport,2013-11-02T09:35:00.000-02:00,-5.0,3.0,MCO,Orlando International Airport,2013-11-02T12:59:00.000-02:00,11.0,3.1,DL,Delta Air Lines Inc.,N992DL,1885,164.0,950
57082,JFK,John F Kennedy International Airport,2013-11-02T09:43:00.000-02:00,-6.0,3.1,MCO,Orlando International Airport,2013-11-02T12:57:00.000-02:00,20.0,3.1,B6,JetBlue Airways,N568JB,483,148.0,944
57087,LGA,La Guardia Airport,2013-11-02T09:49:00.000-02:00,-11.0,3.0,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T12:20:00.000-02:00,-15.0,4.2,DL,Delta Air Lines Inc.,N327NB,2457,172.0,1183
57098,EWR,Newark Liberty International Airport,2013-11-02T09:56:00.000-02:00,-8.0,2.7,CHS,Charleston International Airport,2013-11-02T12:20:00.000-02:00,17.0,2.9,EV,ExpressJet Airlines Inc.,N11544,4255,109.0,628
57100,EWR,Newark Liberty International Airport,2013-11-02T09:58:00.000-02:00,-6.0,2.7,SFO,San Francisco International Airport,2013-11-02T13:14:00.000-02:00,-6.0,5.6,UA,United Air Lines Inc.,N37419,1651,348.0,2565
57112,JFK,John F Kennedy International Airport,2013-11-02T10:23:00.000-02:00,-7.0,3.1,SFO,San Francisco International Airport,2013-11-02T13:36:00.000-02:00,1.0,5.6,AA,American Airlines Inc.,N329AA,179,350.0,2586
57118,EWR,Newark Liberty International Airport,2013-11-02T10:25:00.000-02:00,-4.0,2.7,GSP,Greenville Spartanburg International Airport,2013-11-02T12:23:00.000-02:00,-4.0,2.4,EV,ExpressJet Airlines Inc.,N11547,4572,103.0,594
57119,JFK,John F Kennedy International Airport,2013-11-02T10:25:00.000-02:00,-4.0,3.1,SFO,San Francisco International Airport,2013-11-02T13:49:00.000-02:00,5.0,5.6,UA,United Air Lines Inc.,N589UA,642,348.0,2586
57121,EWR,Newark Liberty International Airport,2013-11-02T10:29:00.000-02:00,-6.0,2.7,OMA,Eppley Airfield,2013-11-02T12:24:00.000-02:00,-20.0,3.7,EV,ExpressJet Airlines Inc.,N27190,4632,159.0,1134
57122,EWR,Newark Liberty International Airport,2013-11-02T10:29:00.000-02:00,-1.0,2.7,SFO,San Francisco International Airport,2013-11-02T13:38:00.000-02:00,-17.0,5.6,VX,Virgin America,N621VA,187,347.0,2565
57124,JFK,John F Kennedy International Airport,2013-11-02T10:34:00.000-02:00,4.0,3.1,SFO,San Francisco International Airport,2013-11-02T13:54:00.000-02:00,-1.0,5.6,VX,Virgin America,N854VA,23,351.0,2586
57126,EWR,Newark Liberty International Airport,2013-11-02T10:39:00.000-02:00,0.0,2.7,RDU,Raleigh Durham International Airport,2013-11-02T12:15:00.000-02:00,1.0,2.4,EV,ExpressJet Airlines Inc.,N13956,3828,76.0,416
57131,LGA,La Guardia Airport,2013-11-02T10:51:00.000-02:00,-9.0,3.0,RDU,Raleigh Durham International Airport,2013-11-02T12:49:00.000-02:00,9.0,2.4,MQ,Envoy Air,N8EGMQ,3466,84.0,431
57138,JFK,John F Kennedy International Airport,2013-11-02T10:57:00.000-02:00,-8.0,3.1,MCO,Orlando International Airport,2013-11-02T13:59:00.000-02:00,3.0,3.1,DL,Delta Air Lines Inc.,N915DE,695,156.0,944
57146,LGA,La Guardia Airport,2013-11-02T11:22:00.000-02:00,-3.0,3.0,SYR,Syracuse Hancock International Airport,2013-11-02T12:30:00.000-02:00,-17.0,3.7,9E,Endeavor Air Inc.,N936XJ,3296,40.0,198
57148,EWR,Newark Liberty International Airport,2013-11-02T11:25:00.000-02:00,-5.0,2.7,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T13:18:00.000-02:00,-11.0,3.1,EV,ExpressJet Airlines Inc.,N138EV,5211,136.0,1008
57150,LGA,La Guardia Airport,2013-11-02T11:30:00.000-02:00,-5.0,3.0,CHS,Charleston International Airport,2013-11-02T13:47:00.000-02:00,-7.0,2.9,EV,ExpressJet Airlines Inc.,N608QX,5306,104.0,641
57151,EWR,Newark Liberty International Airport,2013-11-02T11:30:00.000-02:00,-10.0,2.7,ORF,Norfolk International Airport,2013-11-02T13:15:00.000-02:00,21.0,2.9,EV,ExpressJet Airlines Inc.,N14562,3807,60.0,284
57152,LGA,La Guardia Airport,2013-11-02T11:30:00.000-02:00,-5.0,3.0,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T13:21:00.000-02:00,-18.0,3.1,DL,Delta Air Lines Inc.,N983DL,2219,145.0,1020
57157,EWR,Newark Liberty International Airport,2013-11-02T11:42:00.000-02:00,-7.0,2.7,MCO,Orlando International Airport,2013-11-02T14:30:00.000-02:00,-4.0,3.1,UA,United Air Lines Inc.,N12125,1180,142.0,937
57161,LGA,La Guardia Airport,2013-11-02T11:47:00.000-02:00,-3.0,3.0,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,2013-11-02T13:44:00.000-02:00,4.0,3.1,MQ,Envoy Air,N523MQ,3616,144.0,1020
57174,JFK,John F Kennedy International Airport,2013-11-02T11:56:00.000-02:00,-4.0,3.1,RSW,Southwest Florida International Airport,2013-11-02T15:14:00.000-02:00,4.0,2.9,B6,JetBlue Airways,N580JB,1129,173.0,1074
57176,JFK,John F Kennedy International Airport,2013-11-02T11:57:00.000-02:00,-3.0,3.1,SYR,Syracuse Hancock International Airport,2013-11-02T13:06:00.000-02:00,-2.0,3.7,B6,JetBlue Airways,N307JB,316,43.0,209
57182,LGA,La Guardia Airport,2013-11-02T12:05:00.000-02:00,-1.0,3.0,MCO,Orlando International Airport,2013-11-02T15:06:00.000-02:00,0.0,3.1,DL,Delta Air Lines Inc.,N335NW,1685,147.0,950
57183,JFK,John F Kennedy International Airport,2013-11-02T12:12:00.000-02:00,-8.0,3.1,RDU,Raleigh Durham International Airport,2013-11-02T14:00:00.000-02:00,5.0,2.4,MQ,Envoy Air,N848MQ,3361,86.0,427
57195,JFK,John F Kennedy International Airport,2013-11-02T12:35:00.000-02:00,-6.0,3.1,MCO,Orlando International Airport,2013-11-02T15:35:00.000-02:00,2.0,3.1,B6,JetBlue Airways,N517JB,383,150.0,944
57199,EWR,Newark Liberty International Airport,2013-11-02T12:42:00.000-02:00,47.0,2.7,SFO,San Francisco International Airport,2013-11-02T15:53:00.000-02:00,46.0,5.6,UA,United Air Lines Inc.,N24212,1120,353.0,2565
57203,LGA,La Guardia Airport,2013-11-02T12:46:00.000-02:00,-9.0,3.0,CMH,John Glenn Columbus International Airport,2013-11-02T14:29:00.000-02:00,-16.0,4.7,MQ,Envoy Air,N811MQ,3388,87.0,479
57210,EWR,Newark Liberty International Airport,2013-11-02T12:54:00.000-02:00,9.0,2.7,SFO,San Francisco International Airport,2013-11-02T16:04:00.000-02:00,4.0,5.6,UA,United Air Lines Inc.,N37434,1663,352.0,2565
57213,LGA,La Guardia Airport,2013-11-02T12:57:00.000-02:00,-3.0,3.0,MSY,Louis Armstrong New Orleans International Airport,2013-11-02T15:20:00.000-02:00,-4.0,4.2,DL,Delta Air Lines Inc.,N320NB,1705,179.0,1183
57218,EWR,Newark Liberty International Airport,2013-11-02T13:04:00.000-02:00,-6.0,2.7,MCO,Orlando International Airport,2013-11-02T15:55:00.000-02:00,-7.0,3.1,UA,United Air Lines Inc.,N17133,1641,147.0,937
57220,LGA,La Guardia Airport,2013-11-02T13:05:00.000-02:00,-10.0,3.0,RDU,Raleigh Durham International Airport,2013-11-02T14:45:00.000-02:00,-5.0,2.4,MQ,Envoy Air,N542MQ,3305,81.0,431
57232,EWR,Newark Liberty International Airport,2013-11-02T13:29:00.000-02:00,-1.0,2.7,OMA,Eppley Airfield,2013-11-02T15:33:00.000-02:00,-6.0,3.7,EV,ExpressJet Airlines Inc.,N13133,4417,163.0,1134
57236,EWR,Newark Liberty International Airport,2013-11-02T13:36:00.000-02:00,-4.0,2.7,CVG,Cincinnati Northern Kentucky International Airport,2013-11-02T15:42:00.000-02:00,2.0,4.3,EV,ExpressJet Airlines Inc.,N48901,4687,102.0,569
57244,EWR,Newark Liberty International Airport,2013-11-02T13:49:00.000-02:00,-4.0,2.7,SFO,San Francisco International Airport,2013-11-02T17:04:00.000-02:00,-11.0,5.6,UA,United Air Lines Inc.,N830UA,394,352.0,2565
